Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Bedrooms,Bathrooms,Car_park,Size_unit,Type,Sold_date,Suburb,Price,Size,Sold_year
"54 Denton Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133767134,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Darren Bonehill,https://i2.au.reastatic.net/150x200/be8d94eb60cfdb7728f28b5933a7aa92357d7262abea2e88c752eae591dd6424/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-07-27, Wishart,716000.0,582.0,2020
"9/46 Lani Street, Wishart",https://www.realestate.com.au/sold/property-apartment-qld-wishart-133891602,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Andrew Boman,https://i2.au.reastatic.net/150x200/e45fc8b544c1bf8bc4b0719b2009ed81cce324698c2869d1894b3af6f639f3cd/main.jpg,Sold,3.0,2.0,2.0,m²,Apartment,2020-07-23, Wishart,355000.0,0.0,2020
"19/28 Coora Street, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-133500454,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Julie Weir,https://i2.au.reastatic.net/150x200/2446d5672d0b8b0f99509ea2e0722484b5c498cf4b6350f08ac76dd602a444da/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-07-22, Wishart,400000.0,0.0,2020
"14 Elmfield Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133880870,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,James Austin,https://i2.au.reastatic.net/150x200/e5d70ba91956a35ba4e9696f11dba43e92fa3c025a99c53d6515e681b001fad9/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-07-17, Wishart,637500.0,0.0,2020
"14/31 Merrick Street, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-133904626,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,James Austin,https://i2.au.reastatic.net/150x200/e5d70ba91956a35ba4e9696f11dba43e92fa3c025a99c53d6515e681b001fad9/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-07-13, Wishart,440000.0,211.0,2020
"2 Agaton Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133525510,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-07-08, Wishart,685000.0,700.0,2020
"34 Winthrop Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133648622,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-07-01, Wishart,810000.0,971.0,2020
"20 Effra Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133567038,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-06-29, Wishart,635000.0,526.0,2020
"1/34 Lani Street, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-132918014,https://i2.au.reastatic.net/340x64/b89b33281240e4959c929e5f664fce7349bb2ff2b9724b5571f31397b0528102/logo.gif,Sarah Bailey,https://i2.au.reastatic.net/150x200/676dd5e33b54219498ba6568d0204e8284c7cf3aa43011e74ded3ac12f508b45/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-06-18, Wishart,354000.0,0.0,2020
"40 Colwyn Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133211738,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Tony Langanis,https://i2.au.reastatic.net/150x200/296da3fd5738bc86246ed850872c3467bf6f805be444b1c46287f35764baf019/main.jpg,Sold,3.0,2.0,3.0,m²,House,2020-06-17, Wishart,625000.0,541.0,2020
"2 Chelva Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133487290,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-06-15, Wishart,687000.0,621.0,2020
"24 Kensington Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133567522,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,James Austin,https://i2.au.reastatic.net/150x200/e5d70ba91956a35ba4e9696f11dba43e92fa3c025a99c53d6515e681b001fad9/main.jpg,Sold,4.0,2.0,3.0,m²,House,2020-06-12, Wishart,790000.0,700.0,2020
"47 Koola Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133566662,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Julie Weir,https://i2.au.reastatic.net/150x200/2446d5672d0b8b0f99509ea2e0722484b5c498cf4b6350f08ac76dd602a444da/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-06-06, Wishart,850000.0,606.0,2020
"4/20 Flamingo Close, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-133633962,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Jacob Secco,https://i2.au.reastatic.net/150x200/515255c303b7f454294980bc16e8ae9e5483fab72e9825ffecc4f2f1f3f1c381/main.jpg,Sold,3.0,2.0,2.0,m²,Townhouse,2020-06-04, Wishart,467000.0,0.0,2020
"45 Monte Carlo Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133551934,https://i2.au.reastatic.net/340x64/2428f5b556d11b8b8ee508f0bcdeb2adea5a3c3ef28b644ee667331ecb3bf81d/logo.gif,Amanda Van de Hoef,https://i2.au.reastatic.net/150x200/215fd60c837a57e34e428da40e4222169abe3937f85207127e4a556996a0cb02/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-05-23, Wishart,740000.0,600.0,2020
"7 Lonsdale Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132999138,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,5.0,2.0,2.0,m²,House,2020-05-14, Wishart,1112000.0,704.0,2020
"55/80 Coora Street, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-132707002,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ken Chin,https://i2.au.reastatic.net/150x200/a77f0e349b4d7fd48849531a42f35ca73c5a2f7139185f1105d7618618ccdc38/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-05-07, Wishart,430000.0,140.0,2020
"11 Merrick Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132843430,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,5.0,3.0,2.0,m²,House,2020-04-28, Wishart,1285000.0,1495.0,2020
"27 Cambridge Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133405794,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Andrew Boman,https://i2.au.reastatic.net/150x200/e45fc8b544c1bf8bc4b0719b2009ed81cce324698c2869d1894b3af6f639f3cd/main.jpg,Sold,5.0,2.0,2.0,m²,House,2020-04-28, Wishart,1090000.0,748.0,2020
"193 Mt Gravatt-Capalaba, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132998878,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-04-28, Wishart,673000.0,579.0,2020
"23 Mannetto Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133167642,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,4.0,2.0,3.0,m²,House,2020-04-22, Wishart,880000.0,1007.0,2020
"41 Stackpole Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133344082,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-04-18, Wishart,653000.0,577.0,2020
"27 Malmrose Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132841226,https://i2.au.reastatic.net/340x64/b5a922eb20000839cee8d8356cec517e8a030b058b8b064b2714098057e98bda/logo.gif,Jason Stevens,https://i2.au.reastatic.net/150x200/86f78428c8c12a82b1a9881176c8652cedf08392ec02bbc1d986c67bb350bbf6/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-04-14, Wishart,635000.0,0.0,2020
"57 Malmrose Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133062834,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-04-09, Wishart,735000.0,610.0,2020
"16 Avenell Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132975466,https://i2.au.reastatic.net/340x64/4252dc29805927c5efdae5c9cfbd12b6a12dbe3323a7d42dc635456ee4a03799/logo.jpg,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2020-04-06, Wishart,668500.0,574.0,2020
"5 St George Court, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133171134,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,4.0,3.0,2.0,m²,House,2020-03-28, Wishart,1098000.0,620.0,2020
"73 Hummingbird Crescent, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132958938,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-03-27, Wishart,800000.0,660.0,2020
"9 Banning Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132845518,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Stuart Collins,https://i2.au.reastatic.net/150x200/9c1ed538739d8d5310e4104e4f66778279e86df438caf4ffb5d13e3d42630161/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-03-23, Wishart,698500.0,551.0,2020
"18/15 Erindale Close, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-132817886,https://i2.au.reastatic.net/340x64/530f4c9b8f30b72e42e960cdf8d1a22a8d19ac590650f2afffd2c7fe69f71616/logo.gif,Jane Gong,https://i2.au.reastatic.net/150x200/544ab4e18dd27e5b76361c1b140a6225c421fac37e82b1285b286513c8bce152/main.jpg,Sold,3.0,2.0,3.0,m²,Townhouse,2020-03-20, Wishart,497500.0,303.0,2020
"2 Lexington Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132803350,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,5.0,3.0,2.0,m²,House,2020-03-09, Wishart,1110000.0,833.0,2020
"3/38 Lani Street, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-132842978,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,3.0,1.0,1.0,m²,Townhouse,2020-03-09, Wishart,350000.0,0.0,2020
"11 Kinkuna Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132962758,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Anton Silaen,https://i2.au.reastatic.net/150x200/a7787f19c4c1b919a130bd0ff749cc11724987434109ae990fe956c37889bfb1/main.jpg,Sold,3.0,1.0,2.0,m²,House,2020-03-07, Wishart,577000.0,0.0,2020
"21 Koola Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-133153390,https://i2.au.reastatic.net/340x64/2428f5b556d11b8b8ee508f0bcdeb2adea5a3c3ef28b644ee667331ecb3bf81d/logo.gif,Steve Song,https://i2.au.reastatic.net/150x200/12255cee817509d061d12f14cc9d682965ee6bfdd00f8f257f127bb6f0625382/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-02-27, Wishart,1200000.0,1923.0,2020
"8 Magenta Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132794542,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,Henry Wong,https://i2.au.reastatic.net/150x200/b0fd4d27d191f62c95efdb4b50897da00e39b047d9fb7a7a5ab7176484890d90/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-02-10, Wishart,845000.0,769.0,2020
"22 Naples Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132603178,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Agent: Kylie Crone,unknown,Sold,3.0,2.0,2.0,m²,House,2020-02-05, Wishart,715000.0,660.0,2020
"48/28 Coora Street, Wishart",https://www.realestate.com.au/sold/property-townhouse-qld-wishart-107362267,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Julie Weir,https://i2.au.reastatic.net/150x200/2446d5672d0b8b0f99509ea2e0722484b5c498cf4b6350f08ac76dd602a444da/main.jpg,Sold,3.0,2.0,1.0,m²,Townhouse,2020-01-31, Wishart,420000.0,0.0,2020
"24 Frinton Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132775190,https://i2.au.reastatic.net/340x64/4d90c66388f8e8749096c43918ff037b12d7a9c515d92458a0794b327d1d928f/logo.jpg,Pathrina Watson,https://i2.au.reastatic.net/150x200/209077a90be808fdf9bc028af8db0d6a262533dd94a872b8bb34d561c8721d7b/main.jpg,Sold,3.0,2.0,1.0,m²,House,2020-01-30, Wishart,624000.0,667.0,2020
"37 Montreal Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132538890,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Jamal Naouri,https://i2.au.reastatic.net/150x200/6b9afc3f4457d2976c05f1f6ed2e4d7ecb50be71aca2805e7f81e30065cfd91d/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-01-15, Wishart,800000.0,646.0,2020
"55 Malmrose Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132245354,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,unknown,unknown,Sold,4.0,3.0,2.0,m²,House,2020-01-08, Wishart,713000.0,610.0,2020
"6 Holder St, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132656698,https://i2.au.reastatic.net/340x64/d1ba62f087067c48edd4eb4915c7f188249bfdc160a44c3aaf0037ed582d7c34/logo.jpg,Lucky Ramya Tennekoon,https://i2.au.reastatic.net/150x200/e146dd0c79f9c338b23526afe53b4886e1f9af4914c0ab12badf13005f843428/main.jpg,Sold,4.0,2.0,2.0,m²,House,2020-01-06, Wishart,855000.0,800.0,2020
"11 Colombo Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132144990,https://i2.au.reastatic.net/340x64/4a9791117ac72a5613bdb069ee4504814707d3fe22b1d5da82af90b8029d0a1f/logo.jpg,Trent Ray,https://i2.au.reastatic.net/150x200/db841b83cca4b29682a67e744340afffdbb97963f76fb08352c6556423dda4c0/main.jpg,Sold,3.0,2.0,2.0,m²,House,2020-01-06, Wishart,655000.0,564.0,2020
"12 Copenhagen Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132363618,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Peter Florentzos,https://i2.au.reastatic.net/150x200/84ea12367769ad5dbeb41bbefb7309721995ae91c7f6a2b1a5020cd2fc86afde/main.jpg,Sold,3.0,1.0,2.0,m²,House,2019-12-23, Wishart,681000.0,622.0,2019
"209A Wishart Road, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132057114,https://i2.au.reastatic.net/340x64/8d92e223c00440ea7996646e1eba13ee8957706324111433463c387d548e1e22/logo.gif,Adam Nobel,https://i2.au.reastatic.net/150x200/be971637dbff98dae30665f514982f867e9d44cd066c77a867fce01a67e7cad1/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-12-19, Wishart,735000.0,0.0,2019
"22 Michelle Crescent, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132320990,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,3.0,1.0,2.0,m²,House,2019-12-18, Wishart,650000.0,742.0,2019
"5 Barcelona Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132527882,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,3.0,2.0,2.0,m²,House,2019-12-17, Wishart,700000.0,625.0,2019
"33 Tunney Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132475642,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,unknown,unknown,Sold,3.0,2.0,0.0,m²,House,2019-12-17, Wishart,685000.0,546.0,2019
"438 Mt Gravatt-Capalaba Road, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132000706,https://i2.au.reastatic.net/340x64/4fb4dc20f315fc7402eccc1b0d702fd72f40ff25159d1214a864847c5721decc/logo.gif,Cham Godakanda,https://i2.au.reastatic.net/150x200/41874716b3f32fd539b61e7787f438567c6ea7f8b1c3e02fd6740357e9174844/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-12-12, Wishart,580000.0,563.0,2019
"12 Amsterdam Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132560618,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Tony Langanis,https://i2.au.reastatic.net/150x200/296da3fd5738bc86246ed850872c3467bf6f805be444b1c46287f35764baf019/main.jpg,Sold,3.0,2.0,3.0,m²,House,2019-12-11, Wishart,700000.0,615.0,2019
"69 Delavan Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132504126,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Clint Ferguson,https://i2.au.reastatic.net/150x200/008fe66ff87f624092bae04a340ffb1bbc2ae9e999feafd18c61a6c75dd78eec/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-12-10, Wishart,788000.0,736.0,2019
"16 Cambridge Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132328110,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,5.0,2.0,2.0,m²,House,2019-12-06, Wishart,1061000.0,726.0,2019
"85 Delavan Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132320838,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,James Austin,https://i2.au.reastatic.net/150x200/e5d70ba91956a35ba4e9696f11dba43e92fa3c025a99c53d6515e681b001fad9/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-12-03, Wishart,800000.0,0.0,2019
"9 Pleasant Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132134918,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Peter Florentzos,https://i2.au.reastatic.net/150x200/84ea12367769ad5dbeb41bbefb7309721995ae91c7f6a2b1a5020cd2fc86afde/main.jpg,Sold,4.0,2.0,4.0,m²,House,2019-12-02, Wishart,874000.0,573.0,2019
"26 Colwyn Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132140138,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-12-02, Wishart,740000.0,625.0,2019
"9 Hilary Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132036978,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,4.0,3.0,2.0,m²,House,2019-11-18, Wishart,767000.0,536.0,2019
"27 Copenhagen Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-131988442,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,3.0,2.0,2.0,m²,House,2019-11-15, Wishart,660000.0,751.0,2019
"26 Ditmas Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132125198,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Tony Langanis,https://i2.au.reastatic.net/150x200/296da3fd5738bc86246ed850872c3467bf6f805be444b1c46287f35764baf019/main.jpg,Sold,3.0,2.0,2.0,m²,House,2019-11-14, Wishart,630000.0,651.0,2019
"11 Kensington Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132248206,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ken Chin,https://i2.au.reastatic.net/150x200/a77f0e349b4d7fd48849531a42f35ca73c5a2f7139185f1105d7618618ccdc38/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-11-12, Wishart,893000.0,704.0,2019
"3 Nev Close, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132029250,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,4.0,2.0,2.0,m²,House,2019-11-12, Wishart,787000.0,546.0,2019
"10 Lorikeet Place, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132076210,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,unknown,unknown,Sold,4.0,2.0,2.0,m²,House,2019-11-08, Wishart,870000.0,723.0,2019
"410 Wishart Road, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-131926322,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,5.0,3.0,2.0,m²,House,2019-11-07, Wishart,958000.0,776.0,2019
"27 Holder Street, Wishart",https://www.realestate.com.au/sold/property-house-qld-wishart-132224146,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Julie Weir,https://i2.au.reastatic.net/150x200/2446d5672d0b8b0f99509ea2e0722484b5c498cf4b6350f08ac76dd602a444da/main.jpg,Sold,4.0,1.0,2.0,m²,House,2019-11-05, Wishart,655000.0,623.0,2019
